trigger_family,metric,alpha,beta,r2,p_value
rare_token,CRSC,426.4825138025895,-0.5018810681702169,0.9312977746809397,0.03496229364809811
syntactic,CRSC,5.619361600028004,-0.1898340916329475,0.5557545425729888,0.25451053490140524
